@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
39,0,1,0,0,0,?
39,0,1,0,0,0,?
39,0,1,0,0,0,?
114,10,3,16,1,0,?
39,0,1,0,0,0,?
39,0,1,0,0,0,?
87,8,1,27,0,0,?
75,4,6,1,0,0,?
43,0,4,0,0,0,?
39,0,1,0,0,0,?
39,0,1,0,0,0,?
39,0,1,0,0,0,?
39,0,1,0,0,0,?
39,0,1,0,0,0,?
39,0,1,0,0,0,?
44,1,2,0,0,0,?
44,1,2,0,0,0,?
44,1,2,0,0,0,?
47,1,2,2,0,0,?
47,1,2,2,0,0,?
47,1,2,2,0,0,?
39,1,1,1,0,0,?
94,1,6,13,0,0,?
58,3,1,12,0,0,?
58,3,1,12,0,0,?
57,3,1,12,0,0,?
53,2,3,3,0,0,?
51,1,1,5,0,0,?
62,1,5,6,0,1,?
53,2,3,3,0,0,?
36,0,2,0,0,0,?
39,1,1,1,0,0,?
120,4,8,37,0,0,?
89,4,1,26,0,0,?
104,7,14,9,0,0,?
187,7,24,7,0,3,?
39,1,1,1,0,0,?
177,8,6,110,0,0,?
76,2,1,20,0,0,?
45,1,3,1,0,0,?
35,0,1,0,0,0,?
41,1,1,2,0,0,?
41,1,1,2,0,0,?
42,1,1,2,0,0,?
39,1,1,1,0,0,?
70,5,2,15,0,0,?
113,2,8,15,0,0,?
47,1,1,3,0,0,?
45,1,3,1,0,0,?
51,1,3,3,0,0,?
52,2,4,5,0,0,?
51,1,3,3,0,0,?
39,1,1,1,0,0,?
72,5,2,15,0,0,?
45,0,1,0,0,0,?
171,8,12,38,0,0,?
45,0,1,0,0,0,?
99,5,1,25,1,0,?
42,1,2,3,0,0,?
42,1,2,3,0,0,?
56,3,4,2,0,0,?
52,2,2,8,0,0,?
40,1,1,1,0,0,?
39,0,1,0,0,0,?
39,0,1,0,0,0,?
147,10,5,26,2,0,?
53,2,1,6,0,0,?
89,8,2,14,1,0,?
64,4,3,12,0,1,?
77,2,4,10,0,0,?
57,2,3,1,0,1,?
36,0,1,0,0,0,?
60,2,3,2,0,0,?
37,1,1,1,0,0,?
51,6,1,4,1,0,?
42,1,1,1,0,0,?
146,13,3,24,1,0,?
98,5,3,12,1,0,?
62,2,2,0,0,0,?
40,1,1,1,0,0,?
145,10,5,24,0,1,?
128,8,4,14,0,0,?
165,17,5,30,4,1,?
76,5,1,28,0,0,?
67,5,5,0,0,0,?
93,9,4,41,0,0,?
64,4,5,0,0,0,?
53,3,2,3,0,0,?
92,7,2,36,0,0,?
48,1,1,8,0,0,?
53,1,1,14,0,0,?
107,0,10,8,0,0,?
58,1,2,7,0,1,?
44,1,1,3,0,0,?
68,2,2,10,0,0,?
67,3,4,5,0,1,?
81,4,5,6,0,1,?
49,1,3,3,0,0,?
39,1,1,1,0,0,?
133,11,9,38,1,0,?
119,6,3,52,0,0,?
52,6,1,4,0,0,?
55,3,4,0,0,0,?
57,3,4,0,0,0,?
43,0,3,0,0,0,?
126,7,9,34,0,5,?
40,1,1,1,0,0,?
147,7,10,62,0,0,?
60,4,1,10,0,0,?
113,6,8,2,0,6,?
37,1,1,1,0,0,?
67,5,2,16,0,0,?
52,1,1,3,0,0,?
46,0,3,1,0,0,?
51,1,3,2,0,0,?
46,0,3,1,0,0,?
51,1,3,2,0,0,?
46,0,3,1,0,0,?
51,1,3,2,0,0,?
46,1,2,1,0,0,?
38,0,3,0,0,0,?
39,1,1,1,0,0,?
47,0,2,3,0,0,?
46,0,1,3,0,0,?
47,0,2,3,0,0,?
46,0,1,3,0,0,?
47,0,2,3,0,0,?
46,0,1,3,0,0,?
83,5,3,11,0,0,?
143,6,10,30,0,3,?
