@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
46,2,2,2,0,1,?
56,1,3,2,0,0,?
20,0,0,0,0,0,?
184,12,13,22,0,5,?
20,0,0,0,0,0,?
97,5,5,16,0,1,?
20,0,0,0,0,0,?
67,4,3,6,0,1,?
20,0,0,0,0,0,?
290,31,26,43,0,2,?
20,0,0,0,0,0,?
79,5,4,6,0,3,?
128,8,10,21,0,1,?
20,0,0,0,0,0,?
47,1,2,5,0,0,?
20,0,0,0,0,0,?
262,11,20,30,0,2,?
20,0,0,0,0,0,?
60,1,3,3,0,0,?
20,0,0,0,0,0,?
59,2,2,3,0,0,?
43,0,1,0,0,0,?
117,5,6,20,0,3,?
39,0,1,2,0,0,?
39,0,1,1,0,0,?
38,0,1,1,0,0,?
39,0,1,1,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
201,10,8,24,0,1,?
60,2,2,3,0,0,?
121,8,8,18,0,3,?
20,0,0,0,0,0,?
289,31,31,76,0,5,?
20,0,0,0,0,0,?
47,1,1,7,0,0,?
101,6,6,16,0,0,?
70,4,2,8,0,1,?
20,0,0,0,0,0,?
118,3,9,23,0,2,?
46,0,1,0,0,0,?
78,5,4,7,0,3,?
20,0,0,0,0,0,?
51,3,1,7,0,1,?
58,2,2,3,0,1,?
75,10,2,18,0,1,?
21,0,0,0,0,0,?
114,8,7,24,0,1,?
44,0,1,0,0,0,?
42,0,1,6,0,0,?
109,11,6,22,0,2,?
20,0,0,0,0,0,?
157,16,6,41,0,12,?
41,0,1,0,0,0,?
46,0,2,9,0,0,?
20,0,0,0,0,0,?
297,28,22,60,0,8,?
201,24,9,44,0,14,?
56,0,2,0,0,0,?
20,0,0,0,0,0,?
84,6,5,10,0,3,?
50,2,2,5,0,0,?
54,3,3,8,0,0,?
20,0,0,0,0,0,?
77,4,3,10,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
76,6,2,15,0,1,?
58,4,3,11,0,0,?
20,0,0,0,0,0,?
284,22,24,48,0,4,?
54,1,3,3,0,1,?
54,1,3,3,0,1,?
119,9,6,40,0,8,?
71,3,3,25,0,3,?
21,0,0,0,0,0,?
20,0,0,0,0,0,?
146,11,13,16,0,1,?
20,0,0,0,0,0,?
55,5,2,5,0,0,?
88,4,3,13,0,1,?
20,0,0,0,0,0,?
183,5,17,34,0,5,?
255,14,26,9,0,2,?
69,2,4,2,0,0,?
42,0,2,0,0,0,?
91,2,1,5,0,0,?
81,3,4,5,0,1,?
22,0,0,0,0,0,?
56,0,4,0,0,0,?
43,0,2,0,0,0,?
54,3,4,7,0,0,?
46,0,2,0,0,0,?
109,9,8,10,0,0,?
20,0,0,0,0,0,?
54,3,4,0,0,0,?
61,3,6,0,0,0,?
212,10,19,45,0,2,?
39,1,2,2,0,0,?
20,0,0,0,0,0,?
142,11,14,38,0,0,?
143,10,10,25,0,5,?
54,3,4,0,0,0,?
51,2,4,0,0,0,?
230,14,18,59,0,5,?
57,0,3,4,0,0,?
56,0,2,8,0,1,?
20,0,0,0,0,0,?
65,1,4,2,0,0,?
140,11,14,34,0,0,?
50,0,2,2,0,0,?
56,0,2,8,0,1,?
132,14,9,28,0,1,?
22,0,0,0,0,0,?
72,5,5,8,0,0,?
50,1,3,4,0,0,?
136,9,8,14,0,1,?
22,0,0,0,0,0,?
93,8,7,23,0,1,?
59,2,4,5,0,0,?
28,0,0,0,0,0,?
34,0,0,0,0,0,?
86,7,4,32,0,0,?
68,7,3,31,0,0,?
107,6,7,60,0,0,?
89,6,6,45,0,0,?
117,14,6,94,0,0,?
45,3,1,5,0,0,?
144,21,7,66,0,0,?
210,37,15,157,0,0,?
126,3,11,62,0,0,?
80,9,2,44,0,0,?
155,14,11,50,0,0,?
150,9,9,47,0,0,?
109,3,6,18,0,0,?
541,74,43,215,0,0,?
412,63,48,161,0,1,?
133,16,6,64,0,0,?
91,10,2,42,0,0,?
89,10,2,44,0,0,?
239,21,20,104,0,0,?
86,7,4,32,0,0,?
60,5,3,11,0,0,?
240,22,22,72,0,0,?
105,5,7,15,0,0,?
624,64,56,204,0,3,?
112,9,12,61,0,0,?
119,11,8,30,0,0,?
50,4,2,7,0,0,?
130,10,11,41,0,0,?
70,5,5,18,0,0,?
81,5,6,23,0,0,?
134,13,10,37,0,0,?
165,16,15,64,0,0,?
125,20,7,63,0,0,?
169,16,19,130,0,0,?
559,48,53,245,0,0,?
225,37,17,79,0,0,?
137,12,13,61,0,0,?
196,7,13,77,0,0,?
128,16,7,100,0,0,?
56,1,5,2,0,0,?
95,3,10,5,0,0,?
36,0,2,0,0,0,?
53,2,2,33,0,0,?
884,81,92,427,0,0,?
79,3,4,13,0,1,?
209,20,9,96,0,0,?
245,17,16,79,0,0,?
693,53,67,205,0,1,?
130,15,7,98,0,0,?
83,0,10,30,0,0,?
65,4,4,18,0,0,?
144,12,13,54,0,0,?
173,5,12,17,0,0,?
58,6,4,12,0,0,?
155,11,15,95,0,0,?
159,8,11,51,0,0,?
170,13,15,81,0,0,?
169,7,12,44,0,0,?
153,8,10,49,0,0,?
162,13,14,91,0,0,?
193,9,13,55,0,0,?
148,14,15,75,0,0,?
139,8,10,43,0,0,?
231,19,23,51,0,3,?
31,0,1,0,0,0,?
115,6,7,11,0,0,?
31,1,2,0,0,0,?
66,1,2,4,0,0,?
120,5,8,15,0,0,?
103,5,5,9,0,0,?
58,4,4,24,0,0,?
71,0,7,26,0,0,?
350,43,21,282,0,2,?
154,7,13,107,0,0,?
97,5,4,35,0,0,?
36,1,1,4,0,0,?
70,6,4,31,0,0,?
93,11,3,38,0,0,?
103,13,5,73,0,0,?
127,18,6,83,1,0,?
107,7,7,62,0,0,?
108,7,7,64,0,0,?
116,19,7,74,0,0,?
121,5,8,52,0,0,?
64,8,3,30,0,0,?
187,25,18,171,0,0,?
128,22,7,73,0,0,?
92,5,5,73,0,0,?
61,6,2,28,0,0,?
67,7,2,32,0,0,?
73,6,4,27,0,0,?
85,14,3,38,0,0,?
55,6,2,14,0,0,?
85,5,4,24,0,0,?
48,3,2,12,0,0,?
51,4,3,8,0,0,?
66,4,3,13,0,0,?
73,1,4,19,0,0,?
108,9,6,59,0,1,?
148,27,7,107,0,0,?
68,6,2,32,0,0,?
96,6,5,37,0,0,?
89,7,5,26,0,0,?
84,4,4,18,0,0,?
86,6,4,37,0,0,?
179,4,13,119,0,0,?
102,6,6,43,0,0,?
57,6,2,11,0,0,?
131,9,9,30,0,2,?
37,0,1,5,0,0,?
53,4,2,16,0,0,?
70,4,3,33,0,0,?
45,2,1,6,0,0,?
58,4,1,8,0,0,?
49,3,1,8,0,0,?
59,4,1,14,0,0,?
215,15,15,76,0,0,?
71,2,4,8,0,0,?
80,1,3,13,0,0,?
214,35,16,162,0,0,?
101,6,6,29,0,0,?
118,8,5,63,0,0,?
100,9,5,40,0,0,?
64,5,3,21,0,0,?
138,21,6,81,0,0,?
116,3,9,48,0,0,?
127,18,7,58,0,0,?
134,15,12,77,0,0,?
115,4,6,15,0,0,?
532,18,41,272,0,2,?
165,4,11,26,0,0,?
77,8,3,35,0,1,?
73,9,2,42,0,0,?
89,12,3,30,0,0,?
106,14,4,65,0,0,?
105,16,4,58,0,0,?
242,16,17,144,0,0,?
118,9,7,40,0,0,?
99,8,5,31,0,0,?
92,5,4,83,0,0,?
97,7,5,48,0,0,?
95,12,5,47,0,1,?
83,8,3,61,0,0,?
365,49,36,298,1,0,?
51,4,2,15,0,0,?
68,4,3,45,0,0,?
128,10,7,63,0,0,?
168,7,11,85,0,0,?
139,8,7,51,0,0,?
283,26,19,99,0,0,?
67,2,6,11,0,0,?
20,0,0,0,0,0,?
65,1,2,1,0,0,?
83,1,5,1,0,0,?
51,0,1,0,0,0,?
20,0,0,0,0,0,?
44,0,1,0,0,0,?
20,0,0,0,0,0,?
65,0,2,1,0,0,?
20,0,0,0,0,0,?
72,1,2,1,0,0,?
69,1,2,1,0,0,?
20,0,0,0,0,0,?
58,2,2,3,0,0,?
94,2,6,2,0,0,?
34,0,1,0,0,0,?
85,2,4,8,0,1,?
41,0,0,0,0,0,?
20,0,0,0,0,0,?
52,1,2,1,0,0,?
122,12,6,40,0,5,?
146,11,7,31,0,3,?
20,0,0,0,0,0,?
178,16,9,26,0,1,?
160,14,11,46,0,5,?
147,15,11,63,0,5,?
54,2,5,0,0,0,?
168,10,8,24,0,0,?
49,1,2,1,0,0,?
119,10,4,25,0,7,?
148,9,6,23,0,4,?
142,11,6,31,0,3,?
20,0,0,0,0,0,?
93,1,7,7,0,1,?
143,11,10,38,0,9,?
121,8,11,23,0,4,?
226,22,18,30,0,3,?
45,0,1,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
58,3,2,2,0,1,?
45,1,2,0,0,0,?
20,0,0,0,0,0,?
42,0,1,0,0,0,?
72,1,3,1,0,0,?
73,1,3,1,0,0,?
20,0,0,0,0,0,?
82,3,3,4,0,0,?
62,2,4,1,0,0,?
74,1,3,1,0,0,?
20,0,0,0,0,0,?
108,0,0,0,0,0,?
136,14,5,38,0,6,?
20,0,0,0,0,0,?
53,0,2,0,0,0,?
59,4,2,7,0,0,?
126,6,10,45,0,4,?
104,13,5,33,0,5,?
106,6,4,12,0,0,?
119,7,11,2,0,1,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
141,8,13,21,0,1,?
88,6,2,9,0,0,?
20,0,0,0,0,0,?
51,4,2,5,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
92,4,2,10,0,0,?
20,0,0,0,0,0,?
95,4,2,12,0,0,?
95,3,4,9,0,0,?
159,5,9,28,0,0,?
106,5,9,8,0,1,?
69,3,3,2,0,1,?
45,1,2,0,0,0,?
20,0,0,0,0,0,?
52,0,1,0,0,0,?
20,0,0,0,0,0,?
69,7,2,13,0,1,?
68,7,2,13,0,1,?
49,0,0,0,0,0,?
42,0,0,0,0,0,?
47,0,1,0,0,0,?
61,2,4,0,0,0,?
111,2,5,6,0,1,?
101,2,5,7,0,1,?
59,2,3,1,0,1,?
66,5,4,12,0,1,?
33,0,1,0,0,0,?
20,0,0,0,0,0,?
65,1,2,1,0,0,?
20,0,0,0,0,0,?
49,0,0,0,0,0,?
86,2,4,2,0,0,?
54,2,3,0,0,0,?
49,0,1,3,0,0,?
33,0,1,0,0,0,?
20,0,0,0,0,0,?
61,0,2,0,0,0,?
20,0,0,0,0,0,?
120,7,6,11,0,2,?
20,0,0,0,0,0,?
68,1,2,2,0,0,?
20,0,0,0,0,0,?
49,1,2,1,0,0,?
48,0,1,1,0,0,?
44,1,1,0,0,0,?
20,0,0,0,0,0,?
66,1,2,1,0,0,?
20,0,0,0,0,0,?
80,0,4,1,0,1,?
20,0,0,0,0,0,?
85,4,3,21,0,3,?
47,1,2,0,0,0,?
69,2,2,7,0,1,?
20,0,0,0,0,0,?
66,1,2,2,0,0,?
20,0,0,0,0,0,?
42,0,1,0,0,0,?
20,0,0,0,0,0,?
42,0,1,0,0,0,?
20,0,0,0,0,0,?
94,5,6,13,0,3,?
54,0,1,0,0,0,?
90,0,4,0,0,0,?
43,0,0,0,0,0,?
96,6,6,15,0,1,?
20,0,0,0,0,0,?
39,0,0,0,0,0,?
66,0,2,0,0,0,?
66,0,2,0,0,0,?
103,5,10,1,0,0,?
51,0,4,3,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
126,7,14,3,0,0,?
109,0,15,13,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
100,5,10,0,0,0,?
62,0,6,5,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
85,4,8,0,0,0,?
57,0,5,4,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
123,7,14,0,0,0,?
73,0,8,7,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
154,9,18,1,0,0,?
93,0,11,9,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
141,8,16,1,0,0,?
87,0,10,8,0,0,?
20,0,0,0,0,0,?
65,0,2,0,0,0,?
105,5,10,1,0,0,?
62,0,6,4,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
183,11,22,0,0,0,?
96,0,12,11,0,0,?
20,0,0,0,0,0,?
65,0,2,0,0,0,?
59,2,4,1,0,0,?
53,0,4,2,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
70,3,6,0,0,0,?
50,0,4,3,0,0,?
20,0,0,0,0,0,?
67,0,2,0,0,0,?
72,3,6,0,0,0,?
52,0,4,3,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
140,8,6,8,0,0,?
162,9,18,2,0,0,?
54,0,4,2,0,0,?
20,0,0,0,0,0,?
57,2,2,3,0,0,?
111,6,12,3,0,0,?
78,0,9,6,0,0,?
20,0,0,0,0,0,?
67,0,2,0,0,0,?
90,4,8,1,0,0,?
53,0,4,4,0,0,?
20,0,0,0,0,0,?
64,0,2,0,0,0,?
63,2,4,1,0,0,?
54,0,4,2,0,0,?
20,0,0,0,0,0,?
72,0,3,0,0,0,?
128,7,14,1,0,0,?
82,0,9,7,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
104,5,10,2,0,0,?
67,0,7,7,0,0,?
137,6,7,20,0,2,?
20,0,0,0,0,0,?
111,5,5,14,0,0,?
20,0,0,0,0,0,?
71,0,4,0,0,0,?
54,0,1,1,0,0,?
76,1,2,5,0,1,?
80,2,2,8,0,1,?
86,6,5,15,0,1,?
42,0,1,0,0,0,?
83,5,4,10,0,2,?
104,1,8,9,0,6,?
69,0,3,0,0,0,?
52,0,1,0,0,0,?
238,17,23,0,0,0,?
45,1,1,6,0,1,?
44,0,1,0,0,0,?
59,3,2,6,0,1,?
88,3,4,10,0,1,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
140,11,10,61,0,5,?
69,1,4,3,0,0,?
66,0,3,0,0,0,?
68,3,2,8,0,0,?
20,0,0,0,0,0,?
61,1,3,3,0,0,?
55,0,2,3,0,0,?
52,0,1,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
83,3,4,14,0,0,?
20,0,0,0,0,0,?
101,6,4,14,0,0,?
20,0,0,0,0,0,?
50,0,1,0,0,0,?
66,1,2,1,0,0,?
68,1,2,1,0,0,?
20,0,0,0,0,0,?
67,1,2,1,0,0,?
20,0,0,0,0,0,?
83,9,4,16,0,2,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
69,1,2,1,0,0,?
71,1,2,1,0,0,?
20,0,0,0,0,0,?
48,0,1,3,0,0,?
281,13,24,47,0,6,?
20,0,0,0,0,0,?
65,0,1,12,0,0,?
316,19,26,56,0,6,?
55,0,0,0,0,0,?
49,0,1,10,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
52,0,1,0,0,0,?
20,0,0,0,0,0,?
66,1,2,1,0,0,?
54,0,2,2,0,0,?
66,2,4,7,0,0,?
20,0,0,0,0,0,?
84,0,4,2,0,0,?
47,0,1,0,0,0,?
53,1,2,1,0,0,?
20,0,0,0,0,0,?
69,3,3,4,0,0,?
20,0,0,0,0,0,?
57,0,0,0,0,0,?
41,0,1,0,0,0,?
44,0,0,0,0,0,?
99,0,5,3,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
74,0,3,2,0,0,?
45,0,1,0,0,0,?
88,5,4,16,0,2,?
45,0,0,0,0,0,?
31,0,0,0,0,0,?
45,0,0,0,0,0,?
42,0,0,0,0,0,?
225,8,15,29,0,8,?
156,14,11,26,0,1,?
60,2,2,5,0,1,?
130,5,10,6,0,1,?
118,7,7,27,0,1,?
74,6,2,17,0,4,?
20,0,0,0,0,0,?
87,6,6,20,0,3,?
70,4,2,14,0,2,?
66,4,2,7,0,2,?
53,1,2,2,0,0,?
35,0,1,0,0,0,?
20,0,0,0,0,0,?
165,2,11,13,0,2,?
69,0,3,0,0,0,?
91,5,4,18,0,2,?
102,1,7,4,0,0,?
57,3,2,11,0,0,?
172,1,15,28,0,0,?
54,3,2,9,0,0,?
51,3,2,9,0,0,?
73,4,4,15,0,0,?
72,3,3,12,0,0,?
74,3,3,14,0,0,?
54,0,4,24,0,0,?
91,0,10,36,0,0,?
52,3,2,14,0,0,?
179,9,13,30,0,2,?
70,3,1,11,0,0,?
308,15,24,184,0,0,?
391,52,19,173,0,1,?
176,21,10,136,0,0,?
281,48,15,194,0,0,?
353,52,14,233,1,1,?
332,46,16,145,0,1,?
70,3,1,10,0,0,?
317,16,28,153,0,0,?
164,19,10,94,0,0,?
219,22,14,124,0,0,?
83,8,4,19,0,1,?
271,38,14,142,1,1,?
141,24,11,83,0,0,?
51,3,2,9,0,0,?
90,4,4,28,0,0,?
122,8,9,31,0,0,?
53,3,2,10,0,0,?
72,3,3,14,0,0,?
72,3,3,14,0,0,?
93,4,4,23,0,0,?
274,14,23,66,0,0,?
60,4,3,9,0,0,?
179,4,18,92,0,0,?
149,13,11,71,0,0,?
143,12,6,35,0,2,?
108,4,3,53,0,0,?
91,2,3,36,0,0,?
123,3,6,53,0,0,?
133,7,3,59,0,0,?
73,0,2,21,0,0,?
174,8,8,73,0,0,?
119,0,4,54,0,0,?
130,2,7,47,0,0,?
82,3,4,10,0,0,?
128,6,2,78,0,0,?
116,4,4,46,0,0,?
71,0,4,15,0,0,?
104,1,3,46,0,0,?
65,0,3,15,0,0,?
122,2,5,64,0,0,?
215,8,9,95,0,0,?
245,7,10,114,0,0,?
98,1,4,50,0,0,?
63,3,2,5,0,0,?
71,2,3,8,0,0,?
114,0,7,32,0,0,?
148,8,6,87,0,0,?
63,1,2,11,0,0,?
203,0,2,111,0,0,?
79,3,4,13,0,0,?
67,4,4,24,0,0,?
96,8,5,20,0,0,?
164,15,8,47,0,1,?
61,4,4,19,0,0,?
85,7,5,34,0,0,?
66,3,3,11,0,0,?
129,13,5,75,0,0,?
443,69,31,289,0,0,?
141,12,10,49,0,0,?
253,38,15,184,0,0,?
70,3,3,13,0,0,?
219,20,17,80,0,2,?
58,4,3,14,0,0,?
70,5,3,18,0,0,?
93,2,3,15,0,0,?
136,4,6,28,0,0,?
61,2,1,12,0,0,?
108,4,4,24,0,0,?
141,7,8,32,0,0,?
125,5,4,31,0,0,?
99,3,4,15,0,0,?
186,1,13,105,0,0,?
98,2,4,22,0,0,?
199,1,14,110,0,0,?
218,14,9,176,0,2,?
213,6,11,58,0,0,?
137,8,7,45,0,0,?
58,3,2,11,0,0,?
110,9,5,30,0,0,?
73,3,3,13,0,0,?
123,7,8,27,0,1,?
97,10,5,33,0,0,?
75,4,4,15,0,0,?
58,3,2,12,0,0,?
51,3,2,9,0,0,?
52,3,2,9,0,0,?
57,5,2,15,0,0,?
85,7,3,40,0,0,?
157,10,10,43,0,0,?
146,14,10,43,0,0,?
66,3,5,18,0,0,?
41,3,1,9,0,0,?
152,13,11,43,0,0,?
51,3,1,52,0,0,?
164,14,12,51,0,1,?
39,1,1,5,0,0,?
42,3,1,13,0,0,?
174,16,12,57,0,3,?
62,4,4,16,0,0,?
40,3,1,5,0,0,?
146,14,10,43,0,0,?
86,7,7,28,0,0,?
47,2,1,29,0,0,?
152,13,11,43,0,0,?
46,2,1,36,0,0,?
172,15,12,56,0,1,?
45,2,1,32,0,0,?
154,13,11,44,0,0,?
73,5,5,24,0,0,?
44,3,1,19,0,0,?
152,13,11,43,0,0,?
53,2,1,45,0,0,?
145,14,10,43,0,0,?
39,2,1,8,0,0,?
145,14,10,43,0,0,?
66,3,5,18,0,0,?
44,2,1,13,0,0,?
180,15,13,58,0,2,?
41,3,1,5,0,0,?
207,11,16,65,0,0,?
39,2,1,8,0,0,?
83,6,8,42,0,0,?
44,0,2,24,0,0,?
172,14,12,55,0,1,?
42,3,1,5,0,0,?
116,5,8,26,0,0,?
37,2,1,8,0,0,?
147,14,10,43,0,0,?
45,2,1,28,0,0,?
157,13,12,47,0,0,?
75,4,6,25,0,0,?
43,2,1,14,0,0,?
331,29,25,167,0,1,?
173,12,11,42,0,0,?
147,7,10,49,0,0,?
76,4,4,19,0,0,?
64,3,3,12,0,0,?
53,2,1,7,0,0,?
74,4,4,16,0,0,?
52,5,1,12,0,0,?
148,17,8,40,0,0,?
106,10,6,33,0,0,?
91,8,8,53,0,0,?
129,12,8,57,0,0,?
130,7,9,38,0,0,?
50,2,1,5,0,0,?
79,2,4,11,0,0,?
201,15,10,66,0,0,?
334,34,34,196,0,0,?
50,3,3,12,0,0,?
144,10,12,40,0,0,?
188,7,8,40,0,0,?
109,4,4,22,0,0,?
136,20,7,70,2,0,?
140,15,8,72,1,0,?
149,5,8,32,0,0,?
132,12,7,62,1,0,?
178,14,10,75,1,0,?
46,0,3,0,0,0,?
190,7,11,54,0,0,?
59,3,2,11,0,0,?
66,3,2,13,0,0,?
102,5,6,27,0,0,?
65,3,2,13,0,0,?
60,3,2,13,0,0,?
80,4,5,15,0,0,?
310,31,31,163,0,2,?
224,14,18,85,0,0,?
189,9,16,75,0,0,?
334,42,33,181,0,5,?
116,6,6,12,0,0,?
134,15,7,45,0,0,?
143,11,7,49,0,0,?
67,3,3,11,0,0,?
57,3,2,11,0,0,?
96,3,3,5,0,0,?
81,6,4,26,0,0,?
74,5,3,13,0,0,?
90,3,4,18,0,0,?
74,5,2,17,0,0,?
123,4,5,21,0,0,?
61,4,4,29,0,0,?
108,8,6,13,0,0,?
84,2,7,15,0,0,?
93,5,6,22,0,0,?
229,9,18,66,0,0,?
61,4,3,13,0,0,?
113,7,5,14,0,2,?
20,0,0,0,0,0,?
82,5,2,2,0,1,?
136,8,7,32,0,6,?
45,2,1,8,0,0,?
20,0,0,0,0,0,?
117,8,5,20,0,0,?
233,16,7,108,0,3,?
992,76,119,44,0,12,?
58,0,1,0,0,0,?
63,5,2,16,0,1,?
48,2,1,14,0,0,?
62,0,0,0,0,0,?
20,0,0,0,0,0,?
70,2,5,10,0,1,?
61,2,3,2,0,0,?
60,0,1,0,0,0,?
53,0,1,0,0,0,?
510,45,40,121,2,18,?
88,0,7,0,0,0,?
121,7,12,17,0,0,?
43,0,0,0,0,0,?
219,12,13,41,0,7,?
72,5,5,12,0,0,?
254,27,17,68,0,12,?
49,0,0,0,0,0,?
49,0,0,0,0,0,?
52,1,0,0,0,0,?
194,5,10,24,0,2,?
155,13,12,29,0,1,?
123,5,5,10,0,2,?
72,0,2,2,0,0,?
62,2,4,4,0,1,?
99,6,9,0,0,0,?
49,1,2,0,0,0,?
51,1,2,6,0,1,?
183,16,13,26,0,5,?
67,2,3,2,0,0,?
20,0,0,0,0,0,?
136,5,6,8,1,0,?
69,5,1,16,0,3,?
69,3,3,19,0,1,?
38,0,1,0,0,0,?
59,2,2,5,0,0,?
294,18,31,3,0,1,?
79,0,0,0,0,0,?
102,9,4,16,0,5,?
75,8,2,10,0,0,?
87,3,4,6,0,1,?
56,2,2,2,0,0,?
67,2,2,1,0,0,?
80,2,4,9,0,2,?
104,9,5,14,0,3,?
213,18,11,44,0,7,?
37,0,1,0,0,0,?
40,0,1,0,0,0,?
42,0,1,0,0,0,?
20,0,0,0,0,0,?
108,7,3,24,0,6,?
59,4,2,4,0,1,?
133,16,6,81,0,0,?
365,23,44,4,0,0,?
39,0,1,0,0,0,?
20,0,0,0,0,0,?
57,1,0,0,0,0,?
20,0,0,0,0,0,?
222,29,17,55,0,3,?
78,2,3,16,0,0,?
77,2,2,13,0,0,?
355,24,23,116,0,22,?
100,0,0,0,0,0,?
54,0,0,0,0,0,?
46,0,0,0,0,0,?
46,0,0,0,0,0,?
75,0,0,0,0,0,?
49,0,0,0,0,0,?
116,0,0,0,0,0,?
45,0,0,0,0,0,?
39,0,0,0,0,0,?
138,0,0,0,0,0,?
45,0,0,0,0,0,?
79,0,0,0,0,0,?
69,0,0,0,0,0,?
316,26,23,61,0,11,?
53,2,2,5,0,1,?
434,10,35,47,0,11,?
162,3,14,14,0,3,?
147,7,12,16,1,6,?
74,2,2,13,0,0,?
610,56,44,219,1,37,?
246,27,13,56,1,11,?
55,4,2,13,0,1,?
81,7,3,15,0,3,?
82,7,3,12,0,2,?
111,6,6,27,0,3,?
191,22,8,68,1,11,?
72,5,2,12,0,1,?
81,6,2,23,0,2,?
192,15,8,94,1,20,?
20,0,0,0,0,0,?
101,7,4,21,0,3,?
41,0,0,0,0,0,?
161,7,9,40,0,8,?
38,0,0,0,0,0,?
137,8,5,39,0,5,?
136,7,14,0,0,0,?
20,0,0,0,0,0,?
45,0,1,0,0,0,?
79,0,1,0,0,0,?
140,5,9,71,0,8,?
292,21,35,6,0,0,?
36,0,1,1,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
53,2,1,2,0,0,?
132,4,12,9,0,0,?
141,9,7,23,0,2,?
70,0,3,0,0,0,?
49,0,0,0,0,0,?
57,0,3,0,0,0,?
47,0,0,0,0,0,?
57,0,3,0,0,0,?
20,0,0,0,0,0,?
52,0,0,0,0,0,?
54,1,2,4,0,0,?
65,0,1,0,0,0,?
58,2,4,0,0,0,?
42,0,0,0,0,0,?
51,0,0,0,0,0,?
56,0,3,0,0,0,?
49,0,0,0,0,0,?
56,0,3,0,0,0,?
20,0,0,0,0,0,?
70,4,5,0,0,0,?
102,3,7,4,0,1,?
76,2,5,1,0,0,?
70,3,3,10,0,0,?
77,0,3,0,0,0,?
73,3,6,0,0,0,?
47,0,0,0,0,0,?
58,0,3,0,0,0,?
20,0,0,0,0,0,?
64,0,0,0,0,0,?
56,0,3,0,0,0,?
20,0,0,0,0,0,?
45,0,1,0,0,0,?
97,1,2,2,0,0,?
84,2,6,5,0,1,?
20,0,0,0,0,0,?
43,0,0,0,0,0,?
56,0,3,0,0,0,?
20,0,0,0,0,0,?
44,0,1,0,0,0,?
210,8,13,17,0,3,?
73,4,3,8,0,1,?
94,3,4,2,0,0,?
60,0,0,0,0,0,?
57,0,3,0,0,0,?
64,0,0,0,0,0,?
56,0,3,0,0,0,?
20,0,0,0,0,0,?
45,0,1,0,0,0,?
66,1,2,0,0,0,?
147,4,8,18,0,3,?
175,13,17,14,0,3,?
60,0,0,0,0,0,?
56,0,3,0,0,0,?
20,0,0,0,0,0,?
63,4,2,18,0,1,?
20,0,0,0,0,0,?
40,0,1,0,0,0,?
137,9,9,43,0,8,?
40,0,1,0,0,0,?
166,8,11,53,0,10,?
20,0,0,0,0,0,?
70,2,2,2,0,0,?
181,18,11,55,0,10,?
346,22,42,2,0,0,?
63,2,1,7,0,0,?
49,0,0,0,0,0,?
57,0,3,0,0,0,?
47,0,0,0,0,0,?
20,0,0,0,0,0,?
64,0,1,0,0,0,?
195,12,23,24,0,0,?
57,2,2,2,0,1,?
20,0,0,0,0,0,?
53,0,0,0,0,0,?
56,0,3,0,0,0,?
20,0,0,0,0,0,?
86,4,3,19,0,0,?
162,10,18,0,0,0,?
361,39,24,110,0,16,?
94,0,0,0,0,0,?
95,5,3,19,0,3,?
174,14,8,45,0,3,?
20,0,0,0,0,0,?
39,0,1,0,0,0,?
99,10,4,36,0,0,?
153,9,17,3,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
98,10,4,18,0,0,?
38,0,1,0,0,0,?
74,3,6,1,0,0,?
99,1,0,0,0,0,?
446,31,25,167,0,11,?
37,0,1,0,0,0,?
41,0,0,0,0,0,?
79,3,5,3,0,1,?
37,0,1,0,0,0,?
519,36,73,2,0,0,?
51,3,2,9,0,0,?
20,0,0,0,0,0,?
49,2,3,9,0,0,?
91,6,4,10,0,2,?
47,1,2,1,0,0,?
85,6,7,0,0,0,?
71,2,4,14,0,0,?
86,3,5,5,0,0,?
