@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
223,13,14,31,0,8,?
20,0,0,0,0,0,?
222,18,14,39,0,5,?
41,0,2,0,0,0,?
56,1,4,6,0,0,?
43,0,1,0,0,0,?
22,0,0,0,0,0,?
186,18,10,47,1,2,?
73,7,2,9,0,2,?
20,0,0,0,0,0,?
498,32,27,81,0,9,?
51,1,2,2,0,0,?
20,0,0,0,0,0,?
35,0,1,0,0,0,?
102,6,7,14,0,0,?
41,1,2,1,0,0,?
39,0,1,0,0,0,?
173,12,13,40,0,3,?
55,2,1,7,0,0,?
139,16,10,57,0,0,?
58,4,3,17,0,0,?
69,1,3,12,0,0,?
312,34,22,122,0,1,?
52,3,2,11,0,0,?
215,16,16,65,0,1,?
62,4,4,16,0,0,?
63,5,3,12,0,0,?
118,13,6,31,0,1,?
155,15,10,43,1,1,?
100,7,9,28,0,0,?
163,11,10,36,0,1,?
85,8,4,12,0,0,?
84,8,6,27,0,0,?
107,14,8,35,0,0,?
312,54,24,192,1,1,?
160,20,14,65,0,1,?
169,15,10,33,0,0,?
97,13,6,16,1,0,?
72,9,3,14,0,0,?
183,28,18,104,0,0,?
267,21,25,62,0,1,?
173,20,12,73,0,0,?
132,9,7,45,0,0,?
110,9,6,23,0,0,?
196,12,14,60,0,4,?
115,15,5,32,0,0,?
131,16,6,57,0,0,?
105,5,9,27,0,0,?
76,6,4,11,0,0,?
79,7,5,16,0,0,?
94,3,7,33,0,0,?
126,14,9,65,0,0,?
174,26,13,116,0,0,?
84,4,7,31,0,0,?
217,32,19,95,0,0,?
26,0,0,0,0,0,?
26,0,0,0,0,0,?
180,27,13,72,0,0,?
141,13,14,45,0,1,?
136,6,12,31,0,1,?
86,6,5,23,0,1,?
33,0,1,0,0,0,?
105,6,6,24,0,0,?
109,5,6,48,0,1,?
275,28,23,106,0,1,?
87,4,5,14,0,0,?
120,11,7,36,0,0,?
52,4,2,9,0,0,?
123,13,7,35,0,0,?
134,32,6,34,0,0,?
148,10,12,33,0,0,?
81,6,4,48,0,0,?
147,9,11,18,0,4,?
174,13,13,64,1,0,?
189,25,15,76,1,0,?
81,9,5,33,1,0,?
146,23,11,67,0,0,?
52,4,2,9,0,0,?
465,48,40,245,0,2,?
173,19,13,52,0,2,?
43,1,2,6,0,0,?
43,0,1,1,0,0,?
46,1,1,2,0,0,?
45,1,2,2,0,0,?
36,1,2,0,0,0,?
58,1,3,1,0,0,?
55,0,1,4,0,0,?
86,6,4,14,0,0,?
49,2,1,2,0,0,?
61,3,2,6,0,1,?
55,2,4,2,0,0,?
56,2,4,2,0,0,?
48,0,1,0,0,0,?
46,0,1,2,0,0,?
44,0,2,3,0,0,?
49,0,1,2,0,0,?
74,0,4,8,0,0,?
61,0,2,3,0,0,?
51,0,1,3,0,0,?
70,0,3,7,0,0,?
53,0,1,3,0,0,?
44,1,1,2,0,0,?
53,3,1,6,0,0,?
39,0,1,3,0,0,?
53,2,1,10,0,0,?
49,1,1,8,0,0,?
45,1,1,7,0,0,?
45,2,1,3,0,0,?
44,1,1,7,0,0,?
69,2,2,6,0,1,?
46,0,1,11,0,0,?
53,0,2,6,0,0,?
82,4,4,23,0,0,?
47,1,1,4,0,0,?
66,2,3,8,0,0,?
44,1,1,10,0,0,?
93,5,4,38,0,0,?
55,2,1,9,0,0,?
60,3,1,18,0,0,?
59,2,1,12,0,0,?
35,0,0,0,0,0,?
59,2,1,12,0,0,?
64,3,1,19,0,0,?
32,0,0,0,0,0,?
50,1,1,0,0,0,?
54,0,1,4,0,0,?
68,2,2,9,0,0,?
20,0,0,0,0,0,?
108,9,5,17,0,5,?
164,15,10,64,0,5,?
192,28,10,75,0,13,?
72,7,5,8,0,2,?
67,2,3,9,0,1,?
217,18,15,119,0,1,?
128,7,7,25,0,2,?
555,16,32,103,0,17,?
116,1,6,9,0,0,?
54,0,1,1,0,0,?
55,0,1,1,0,0,?
54,0,1,1,0,0,?
169,6,15,47,0,10,?
20,0,0,0,0,0,?
47,0,2,4,0,0,?
43,0,1,0,0,0,?
55,0,3,7,0,2,?
41,0,1,0,0,0,?
20,0,0,0,0,0,?
85,3,3,13,0,6,?
193,5,16,20,0,5,?
410,28,30,83,0,13,?
59,0,3,5,0,1,?
21,0,0,0,0,0,?
35,0,1,0,0,0,?
358,17,19,56,0,4,?
84,0,4,0,0,0,?
41,0,1,0,0,0,?
20,0,0,0,0,0,?
84,0,4,0,0,0,?
103,1,5,3,0,0,?
342,18,22,82,0,9,?
166,1,2,0,0,0,?
386,36,24,105,0,17,?
57,0,0,0,0,0,?
54,0,0,0,0,0,?
403,11,31,75,0,3,?
171,1,13,22,0,1,?
104,5,6,20,0,2,?
129,1,8,8,0,0,?
183,4,14,20,0,2,?
129,1,8,8,0,0,?
81,4,4,2,0,0,?
1132,52,84,227,0,24,?
100,2,8,11,0,2,?
69,3,4,1,0,0,?
63,0,3,6,0,0,?
20,0,0,0,0,0,?
108,8,7,11,0,2,?
140,9,10,46,0,5,?
157,0,0,0,0,0,?
47,0,0,0,0,0,?
160,10,11,36,0,6,?
41,1,2,2,0,0,?
66,2,4,5,0,3,?
42,1,1,2,0,0,?
507,49,36,144,0,24,?
150,12,11,35,0,5,?
139,5,8,11,0,3,?
20,0,0,0,0,0,?
110,9,8,17,0,5,?
105,7,5,25,0,7,?
146,0,0,0,0,0,?
47,0,0,0,0,0,?
120,6,8,31,0,5,?
20,0,0,0,0,0,?
114,7,6,13,0,5,?
204,7,19,34,0,1,?
20,0,0,0,0,0,?
43,0,1,3,0,2,?
20,0,0,0,0,0,?
323,21,26,63,0,8,?
89,5,4,4,0,0,?
124,6,9,17,0,1,?
20,0,0,0,0,0,?
202,9,14,28,0,4,?
1143,15,59,123,0,7,?
193,12,15,26,0,4,?
45,0,1,1,0,1,?
55,2,2,3,0,1,?
20,0,0,0,0,0,?
72,2,5,6,0,1,?
20,0,0,0,0,0,?
21,0,0,0,0,0,?
199,14,16,38,0,5,?
51,1,2,5,0,1,?
101,8,5,31,0,5,?
120,8,9,25,0,0,?
124,9,10,15,0,0,?
71,4,5,17,0,0,?
233,19,20,93,0,0,?
426,3,53,289,0,0,?
41,1,1,4,0,0,?
41,1,1,4,0,0,?
41,1,1,4,0,0,?
30,0,0,0,0,0,?
84,3,5,10,0,0,?
80,3,3,15,0,0,?
58,2,2,5,0,0,?
66,2,2,3,0,0,?
54,2,2,2,0,1,?
54,1,1,3,0,0,?
30,0,0,0,0,0,?
28,0,0,0,0,0,?
31,0,0,0,0,0,?
32,0,0,0,0,0,?
38,0,0,0,0,0,?
28,0,1,0,0,0,?
28,0,1,0,0,0,?
35,0,1,2,0,0,?
24,0,0,0,0,0,?
26,0,0,0,0,0,?
110,2,10,38,0,0,?
84,11,5,29,0,0,?
63,2,2,4,0,0,?
171,10,8,41,0,0,?
175,0,8,13,0,0,?
233,21,19,131,0,0,?
36,0,1,0,0,0,?
36,0,1,0,0,0,?
47,1,2,5,0,0,?
92,3,4,13,0,0,?
168,9,11,31,0,0,?
56,1,1,4,0,0,?
69,0,3,0,0,0,?
55,1,2,2,0,0,?
53,2,1,3,0,0,?
51,1,1,2,0,0,?
48,1,1,2,0,0,?
46,1,1,2,0,0,?
59,1,2,2,0,0,?
59,2,1,4,0,0,?
48,0,0,0,0,0,?
48,0,0,0,0,0,?
64,0,2,4,0,0,?
66,0,2,4,0,0,?
75,2,1,5,0,0,?
48,0,0,0,0,0,?
95,5,5,10,0,0,?
68,1,2,2,0,0,?
60,2,1,3,0,0,?
70,0,2,6,0,0,?
62,1,1,6,0,0,?
64,1,1,6,0,0,?
113,7,7,12,0,0,?
46,1,1,2,0,0,?
209,38,20,90,0,0,?
93,6,8,32,0,0,?
49,1,1,5,0,0,?
66,3,7,4,0,1,?
75,3,7,4,0,1,?
89,5,4,32,0,0,?
116,15,7,55,0,0,?
89,5,4,27,0,0,?
90,5,4,32,0,0,?
1242,29,205,784,0,0,?
85,7,7,27,0,0,?
79,4,7,22,0,0,?
76,7,6,18,0,0,?
313,13,19,204,0,0,?
33,0,0,0,0,0,?
32,0,1,0,0,0,?
28,0,1,0,0,0,?
29,0,1,0,0,0,?
49,2,4,2,0,0,?
41,1,3,1,0,0,?
28,0,1,0,0,0,?
40,1,3,1,0,0,?
34,0,1,0,0,0,?
37,1,2,0,0,0,?
32,0,1,0,0,0,?
30,0,1,0,0,0,?
41,1,3,0,0,0,?
95,4,6,14,0,0,?
57,1,1,7,0,0,?
57,1,1,7,0,0,?
63,3,1,6,0,0,?
62,3,1,6,0,0,?
87,4,3,20,0,0,?
69,2,2,7,0,0,?
57,1,1,7,0,0,?
56,1,1,7,0,0,?
56,2,1,6,0,0,?
35,0,0,0,0,0,?
53,2,1,6,0,0,?
90,4,5,10,0,0,?
58,2,1,6,0,0,?
99,5,4,27,0,0,?
84,3,5,7,0,0,?
62,2,1,6,0,0,?
62,3,1,9,0,0,?
64,2,3,8,0,0,?
95,7,4,70,0,0,?
100,6,4,30,0,0,?
60,6,2,17,0,0,?
319,13,24,115,0,0,?
131,13,6,49,0,0,?
73,6,6,30,0,0,?
171,22,8,69,0,0,?
126,4,11,33,0,0,?
56,1,1,6,0,0,?
56,1,1,6,0,0,?
63,3,1,5,0,0,?
62,3,1,5,0,0,?
88,4,3,20,0,0,?
56,1,1,6,0,0,?
56,1,1,6,0,0,?
56,2,1,6,0,0,?
35,0,0,0,0,0,?
53,2,1,6,0,0,?
89,4,5,10,0,0,?
72,2,2,5,0,0,?
75,2,3,11,0,0,?
58,2,1,6,0,0,?
95,3,4,17,0,0,?
122,7,7,31,0,2,?
61,2,1,3,0,0,?
67,2,3,9,0,0,?
112,11,7,60,0,0,?
100,8,5,29,0,0,?
49,1,2,11,0,0,?
60,3,3,20,0,0,?
142,2,10,101,0,0,?
113,13,8,33,0,0,?
171,16,14,86,0,0,?
46,0,2,3,0,0,?
189,22,14,88,0,0,?
83,2,3,5,0,0,?
93,2,4,4,0,0,?
386,57,33,196,1,6,?
96,9,5,30,0,0,?
144,7,12,37,0,0,?
47,0,2,3,0,0,?
81,2,3,10,0,0,?
93,2,4,8,0,0,?
153,7,11,89,0,0,?
50,0,0,0,0,0,?
20,0,0,0,0,0,?
44,0,0,0,0,0,?
103,0,0,0,0,0,?
37,1,1,2,0,0,?
73,1,6,6,0,0,?
20,0,0,0,0,0,?
44,0,0,0,0,0,?
106,0,0,0,0,0,?
37,1,1,2,0,0,?
73,1,6,6,0,0,?
20,0,0,0,0,0,?
44,0,0,0,0,0,?
107,0,0,0,0,0,?
37,1,1,2,0,0,?
73,1,6,6,0,0,?
20,0,0,0,0,0,?
43,0,0,0,0,0,?
110,0,0,0,0,0,?
37,1,1,2,0,0,?
73,1,6,6,0,0,?
20,0,0,0,0,0,?
43,0,0,0,0,0,?
103,0,0,0,0,0,?
37,1,1,2,0,0,?
73,1,6,6,0,0,?
20,0,0,0,0,0,?
158,7,13,42,0,7,?
114,3,6,17,0,1,?
21,0,0,0,0,0,?
52,0,0,0,0,0,?
123,4,9,21,0,3,?
52,2,1,3,0,1,?
44,0,0,0,0,0,?
84,0,0,0,0,0,?
119,0,0,0,0,0,?
37,1,1,2,0,0,?
72,1,6,6,0,0,?
20,0,0,0,0,0,?
207,14,15,31,0,5,?
43,0,0,0,0,0,?
110,0,0,0,0,0,?
37,1,1,2,0,0,?
73,1,6,6,0,0,?
20,0,0,0,0,0,?
44,0,0,0,0,0,?
55,0,0,0,0,0,?
85,3,6,8,0,0,?
112,0,0,0,0,0,?
37,1,1,2,0,0,?
200,6,12,25,0,5,?
20,0,0,0,0,0,?
45,0,0,0,0,0,?
42,0,0,0,0,0,?
130,0,0,0,0,0,?
37,1,1,2,0,0,?
72,1,6,6,0,0,?
20,0,0,0,0,0,?
243,5,16,35,0,0,?
47,0,1,0,0,0,?
50,0,0,0,0,0,?
76,1,4,8,0,1,?
20,0,0,0,0,0,?
220,18,18,65,1,15,?
20,0,0,0,0,0,?
73,0,0,0,0,0,?
135,6,8,36,0,6,?
42,1,1,0,0,0,?
42,0,0,0,0,0,?
86,0,0,0,0,0,?
20,0,0,0,0,0,?
137,6,6,15,0,0,?
67,6,3,13,0,1,?
41,0,1,0,0,0,?
71,3,6,0,0,0,?
52,6,2,11,0,0,?
41,0,1,0,0,0,?
93,3,7,16,0,4,?
68,6,4,11,0,2,?
41,0,1,0,0,0,?
51,3,1,9,0,1,?
84,3,3,8,0,1,?
60,0,0,0,0,0,?
54,0,0,0,0,0,?
129,4,9,22,0,1,?
49,2,2,4,0,0,?
20,0,0,0,0,0,?
97,4,6,13,0,1,?
138,0,0,0,0,0,?
37,1,1,2,0,0,?
45,0,1,1,0,0,?
44,0,0,0,0,0,?
54,0,0,0,0,0,?
20,0,0,0,0,0,?
81,4,5,10,0,2,?
147,0,0,0,0,0,?
47,1,2,2,0,0,?
118,6,6,19,0,1,?
81,2,2,8,0,0,?
39,0,1,0,0,0,?
40,0,1,1,0,0,?
97,0,0,0,0,0,?
45,0,0,0,0,0,?
124,4,8,13,0,0,?
40,0,1,0,0,0,?
53,0,0,0,0,0,?
50,1,2,4,0,2,?
37,0,0,0,0,0,?
72,1,3,2,0,0,?
66,1,3,3,0,0,?
81,3,3,8,0,1,?
20,0,0,0,0,0,?
338,20,31,44,0,10,?
70,0,4,5,0,2,?
147,9,9,20,0,6,?
50,1,2,4,0,1,?
161,0,0,0,0,0,?
47,1,2,2,0,0,?
148,10,6,30,0,3,?
61,2,3,7,0,0,?
160,14,7,12,0,0,?
58,2,1,3,0,0,?
64,2,2,3,0,0,?
93,5,5,19,0,0,?
46,1,1,3,0,0,?
29,0,0,0,0,0,?
40,0,1,3,0,0,?
48,3,3,0,0,0,?
28,0,0,0,0,0,?
75,5,2,20,0,0,?
46,1,1,3,0,0,?
52,2,1,6,0,0,?
43,1,2,0,0,0,?
29,0,0,0,0,0,?
28,0,0,0,0,0,?
41,1,2,2,0,0,?
64,4,2,11,0,0,?
46,1,1,3,0,0,?
53,3,1,10,0,0,?
46,1,1,3,0,0,?
49,2,4,0,0,0,?
29,0,0,0,0,0,?
29,0,0,0,0,0,?
28,0,0,0,0,0,?
40,1,2,1,0,0,?
89,6,3,18,0,0,?
69,2,2,7,0,0,?
69,2,2,7,0,0,?
55,2,4,0,0,0,?
29,0,0,0,0,0,?
28,0,0,0,0,0,?
41,1,2,1,0,0,?
95,7,3,22,0,0,?
68,2,2,7,0,0,?
75,5,2,12,0,0,?
29,0,0,0,0,0,?
28,0,0,0,0,0,?
47,2,2,4,0,0,?
51,2,4,0,0,0,?
33,0,0,0,0,0,?
32,0,0,0,0,0,?
148,8,8,46,0,0,?
141,12,8,47,0,0,?
76,2,3,11,0,0,?
55,1,1,5,0,0,?
51,2,5,0,0,0,?
40,0,1,3,0,0,?
72,4,5,7,0,0,?
94,7,5,26,0,0,?
46,1,1,3,0,0,?
59,2,1,5,0,0,?
51,2,1,5,0,0,?
69,2,2,8,0,0,?
51,2,1,5,0,0,?
71,2,2,8,0,0,?
61,2,1,5,0,0,?
52,2,1,5,0,0,?
51,2,1,7,0,0,?
82,8,3,16,0,0,?
40,0,1,3,0,0,?
88,4,5,23,0,0,?
46,1,1,3,0,0,?
57,3,1,9,0,0,?
49,1,4,4,0,1,?
50,1,4,4,0,1,?
31,0,0,0,0,0,?
63,0,2,4,0,0,?
75,3,7,4,0,1,?
109,12,6,25,0,0,?
46,1,1,3,0,0,?
77,4,4,8,0,0,?
66,4,1,8,0,0,?
117,12,7,34,0,0,?
46,1,1,3,0,0,?
29,0,0,0,0,0,?
40,0,1,3,0,0,?
55,3,4,0,0,0,?
30,0,1,0,0,0,?
84,3,3,19,0,0,?
227,28,20,116,0,0,?
59,2,1,6,0,0,?
58,2,1,6,0,0,?
34,0,0,0,0,0,?
84,6,4,18,0,0,?
417,16,18,135,0,0,?
33,0,0,0,0,0,?
159,14,6,41,0,0,?
45,1,1,3,0,0,?
54,3,2,2,0,0,?
108,5,6,26,0,0,?
70,2,3,15,0,0,?
113,5,6,37,0,0,?
82,3,3,26,0,0,?
30,0,0,0,0,0,?
41,2,1,6,0,0,?
102,4,6,30,0,0,?
72,2,3,19,0,0,?
69,1,3,19,0,0,?
44,0,1,0,0,0,?
64,2,2,5,0,0,?
96,9,3,32,0,0,?
45,1,3,4,0,0,?
46,1,1,1,0,0,?
68,3,1,8,0,0,?
49,1,4,5,0,0,?
29,0,0,0,0,0,?
68,2,3,22,0,0,?
65,4,2,8,0,0,?
46,1,1,3,0,0,?
78,4,3,25,0,0,?
53,2,1,7,0,0,?
49,1,1,12,0,0,?
44,0,2,1,0,0,?
45,0,2,3,0,0,?
40,1,2,0,0,0,?
52,0,2,2,0,1,?
30,0,0,0,0,0,?
40,0,1,4,0,0,?
30,0,0,0,0,0,?
58,1,3,19,0,0,?
56,1,2,6,0,0,?
50,2,1,8,0,0,?
51,1,1,3,0,0,?
52,1,2,12,0,0,?
82,2,4,22,0,0,?
46,1,1,3,0,0,?
177,7,6,108,0,0,?
144,17,7,47,0,0,?
35,1,2,0,0,0,?
47,0,3,0,0,0,?
52,0,3,4,0,0,?
42,0,1,0,0,0,?
49,0,2,4,0,0,?
28,0,0,0,0,0,?
55,0,3,2,0,0,?
40,1,2,0,0,0,?
38,0,1,1,0,0,?
34,0,1,0,0,0,?
30,0,0,0,0,0,?
30,0,0,0,0,0,?
58,0,3,3,0,0,?
47,0,2,0,0,0,?
87,4,4,30,0,0,?
92,2,6,39,0,0,?
54,2,1,10,0,0,?
55,1,1,8,0,0,?
57,1,2,10,0,0,?
53,1,1,3,0,0,?
56,1,2,13,0,0,?
51,1,1,10,0,0,?
60,2,1,11,0,0,?
58,1,2,16,0,0,?
60,2,1,11,0,0,?
77,3,4,13,0,2,?
61,2,1,11,0,0,?
47,1,1,5,0,0,?
64,2,2,6,0,0,?
50,2,1,5,0,0,?
101,3,7,5,0,0,?
76,4,2,17,0,0,?
70,2,3,11,0,0,?
47,3,1,10,0,0,?
135,8,10,11,0,0,?
90,1,6,23,0,0,?
46,1,1,3,0,0,?
204,8,7,144,0,0,?
26,0,1,2,0,0,?
119,5,7,13,0,6,?
20,0,0,0,0,0,?
51,1,3,6,0,1,?
304,26,22,98,0,13,?
60,3,3,11,0,5,?
21,0,0,0,0,0,?
137,8,6,45,0,1,?
40,0,0,0,0,0,?
80,4,4,12,0,1,?
40,0,0,0,0,0,?
38,0,0,0,0,0,?
39,0,0,0,0,0,?
45,0,0,0,0,0,?
39,0,0,0,0,0,?
40,0,0,0,0,0,?
44,0,0,0,0,0,?
38,0,0,0,0,0,?
34,0,1,0,0,0,?
28,0,0,0,0,0,?
33,0,0,0,0,0,?
76,3,4,0,0,0,?
74,5,7,10,0,2,?
60,2,4,0,0,0,?
165,8,16,0,0,0,?
47,1,2,0,0,0,?
192,11,12,43,0,5,?
131,7,13,0,0,0,?
114,4,9,0,0,0,?
82,4,4,0,0,0,?
224,45,11,104,6,11,?
20,0,0,0,0,0,?
94,8,7,16,0,4,?
53,5,2,17,0,2,?
124,11,7,37,0,7,?
81,3,7,0,0,0,?
66,2,4,0,0,0,?
63,2,4,32,0,0,?
256,36,14,327,0,0,?
206,35,8,247,0,0,?
73,7,6,19,0,0,?
125,1,8,15,0,18,?
675,40,46,96,4,16,?
49,0,1,0,0,0,?
840,45,49,113,1,32,?
453,11,20,72,2,22,?
563,29,23,94,2,34,?
614,94,44,236,0,39,?
49,2,1,1,0,0,?
90,9,5,29,0,5,?
221,32,8,88,1,13,?
75,2,7,12,0,0,?
84,5,4,17,0,3,?
48,4,3,8,0,0,?
29,0,1,0,0,0,?
59,2,5,18,0,1,?
221,18,15,76,0,16,?
42,1,2,0,0,0,?
114,5,14,10,0,4,?
149,10,16,13,0,1,?
247,13,28,45,0,9,?
201,21,16,92,1,14,?
180,42,9,74,7,10,?
125,8,9,23,0,5,?
148,14,10,37,0,5,?
215,28,15,90,0,15,?
66,2,3,19,0,2,?
233,25,15,80,0,11,?
1162,118,80,1181,1,4,?
145,6,5,136,0,1,?
45,0,1,1,0,0,?
86,0,11,31,0,0,?
51,0,4,10,0,0,?
133,12,3,100,0,0,?
429,26,40,107,0,32,?
26,0,0,0,0,0,?
110,21,4,30,0,0,?
110,8,8,2,0,1,?
202,18,17,53,0,0,?
41,0,0,0,0,0,?
52,0,0,0,0,0,?
29,0,0,0,0,0,?
43,1,2,0,0,0,?
29,0,0,0,0,0,?
39,0,2,0,0,0,?
36,0,1,0,0,0,?
30,0,0,0,0,0,?
35,0,1,0,0,0,?
37,0,1,0,0,0,?
40,0,0,0,0,0,?
139,51,0,13,0,0,?
57,3,6,0,0,0,?
57,3,6,0,0,0,?
57,3,6,0,0,0,?
124,22,0,0,0,0,?
94,12,0,0,0,0,?
94,12,0,0,0,0,?
85,9,0,0,0,0,?
71,9,0,0,0,0,?
65,7,0,0,0,0,?
41,2,1,0,0,0,?
54,7,0,0,0,0,?
56,7,0,0,0,0,?
32,1,0,0,0,0,?
39,0,0,0,0,0,?
58,2,5,0,0,0,?
58,2,5,0,0,0,?
48,1,3,0,0,0,?
44,1,3,0,0,0,?
68,3,7,0,0,0,?
57,2,5,0,0,0,?
38,0,0,0,0,0,?
38,0,0,0,0,0,?
57,2,4,0,0,0,?
50,2,4,0,0,0,?
51,1,4,2,0,0,?
56,2,4,0,0,0,?
39,1,2,0,0,0,?
36,1,2,0,0,0,?
49,1,4,0,0,0,?
26,0,0,0,0,0,?
75,4,8,0,0,0,?
101,8,11,0,0,0,?
39,1,2,0,0,0,?
95,6,9,0,0,0,?
199,17,34,0,0,0,?
43,1,2,0,0,0,?
52,2,4,0,0,0,?
40,1,2,0,0,0,?
60,2,6,1,0,0,?
38,0,2,0,0,0,?
95,6,12,0,0,0,?
108,8,11,0,0,0,?
59,2,5,0,0,0,?
93,5,10,0,0,0,?
103,7,11,0,0,0,?
43,1,2,0,0,0,?
49,2,4,0,0,0,?
48,1,3,0,0,0,?
40,1,2,0,0,0,?
36,1,2,0,0,0,?
49,2,4,0,0,0,?
52,2,4,0,0,0,?
20,0,0,0,0,0,?
133,8,8,31,0,3,?
109,11,3,56,0,2,?
45,1,2,4,0,0,?
199,20,16,90,0,5,?
63,3,3,13,0,1,?
84,5,4,16,0,3,?
58,4,4,12,0,1,?
20,0,0,0,0,0,?
38,0,1,0,0,0,?
53,2,3,5,0,1,?
167,20,8,47,0,5,?
69,6,3,20,0,1,?
67,3,4,13,0,0,?
37,0,1,0,0,0,?
20,0,0,0,0,0,?
113,5,6,17,0,0,?
210,11,16,21,0,7,?
20,0,0,0,0,0,?
117,0,11,0,0,0,?
151,15,13,33,0,2,?
193,10,19,40,0,4,?
171,8,16,28,0,4,?
321,31,19,82,0,11,?
163,8,12,31,0,9,?
20,0,0,0,0,0,?
39,0,0,0,0,0,?
54,1,2,13,0,1,?
20,0,0,0,0,0,?
41,1,2,4,0,0,?
47,1,1,2,0,0,?
94,7,4,32,0,0,?
72,1,4,19,0,0,?
202,23,12,133,0,0,?
57,1,2,11,0,0,?
74,1,4,21,0,0,?
129,9,7,99,0,0,?
94,5,7,11,0,1,?
86,3,7,11,0,0,?
214,23,14,114,0,1,?
80,4,3,27,0,0,?
163,9,14,96,0,0,?
68,2,4,20,0,0,?
76,5,4,25,0,0,?
45,1,1,4,0,0,?
46,1,1,4,0,0,?
75,4,5,18,0,0,?
83,5,5,42,0,0,?
111,7,6,70,0,0,?
161,16,15,106,0,0,?
151,7,11,101,0,0,?
398,46,23,295,0,1,?
30,0,1,0,0,0,?
63,5,3,22,0,0,?
30,0,1,0,0,0,?
107,6,6,86,0,0,?
93,2,8,47,0,0,?
77,4,4,42,0,0,?
76,4,4,42,0,0,?
111,3,10,13,0,2,?
120,8,8,76,0,0,?
48,2,3,0,0,0,?
267,22,24,84,1,6,?
47,4,1,6,0,0,?
37,0,1,0,0,0,?
33,0,0,0,0,0,?
47,4,1,6,0,0,?
37,0,1,0,0,0,?
33,0,0,0,0,0,?
34,1,1,3,0,0,?
53,3,2,4,0,1,?
34,1,1,3,0,0,?
53,3,2,4,0,1,?
46,2,1,6,0,0,?
74,2,4,8,0,0,?
37,0,1,0,0,0,?
33,0,0,0,0,0,?
41,1,1,3,0,0,?
90,0,6,0,0,0,?
247,20,20,48,0,7,?
223,20,21,40,0,7,?
23,0,0,0,0,0,?
22,0,0,0,0,0,?
73,0,5,0,0,0,?
259,10,23,26,0,12,?
92,4,7,6,0,2,?
256,27,17,14,7,25,?
37,2,2,0,1,0,?
129,17,6,17,0,4,?
181,17,17,23,0,4,?
105,9,7,22,1,2,?
35,0,3,0,0,0,?
64,0,5,0,0,0,?
373,45,24,116,0,24,?
109,6,9,31,0,2,?
35,0,1,0,0,0,?
417,29,39,69,0,12,?
307,36,25,51,1,15,?
408,35,32,99,1,31,?
20,0,0,0,0,0,?
149,11,15,24,1,10,?
92,3,7,3,0,3,?
54,2,4,6,0,1,?
219,9,11,37,0,8,?
133,7,8,24,0,2,?
51,4,2,6,0,0,?
26,0,0,0,0,0,?
662,69,36,225,0,52,?
20,0,0,0,0,0,?
242,21,9,46,1,17,?
61,4,4,8,0,1,?
99,12,3,29,0,1,?
198,27,16,99,0,1,?
181,26,13,94,1,0,?
53,2,3,2,1,2,?
309,38,32,158,3,0,?
199,22,23,149,0,0,?
140,11,11,76,0,0,?
189,15,19,81,0,0,?
502,73,35,510,0,4,?
219,24,23,107,0,0,?
207,10,27,152,0,0,?
64,6,2,23,0,0,?
108,15,6,49,0,0,?
389,45,36,225,0,1,?
112,8,7,41,0,1,?
65,0,6,15,0,0,?
64,6,2,23,0,0,?
164,15,13,28,0,7,?
38,0,1,0,0,0,?
131,14,7,34,0,4,?
34,0,1,1,0,0,?
89,4,3,15,0,3,?
521,45,39,94,0,19,?
72,5,4,12,0,0,?
34,0,1,0,0,0,?
58,0,4,0,0,0,?
37,0,1,0,0,0,?
158,3,14,12,0,4,?
42,2,1,0,0,0,?
105,4,7,1,0,0,?
37,0,1,0,0,0,?
79,4,5,0,0,0,?
53,0,3,0,0,0,?
51,2,2,7,0,1,?
461,36,32,93,0,21,?
20,0,0,0,0,0,?
465,39,29,132,1,36,?
34,0,1,0,0,0,?
151,8,9,24,0,4,?
43,2,2,2,0,0,?
242,36,30,83,0,0,?
112,9,6,45,0,0,?
85,2,5,52,0,0,?
194,14,16,92,0,0,?
736,157,50,506,0,0,?
35,0,2,2,0,0,?
34,0,2,2,0,0,?
26,0,0,0,0,0,?
33,0,0,0,0,0,?
130,15,12,32,0,1,?
135,15,9,70,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
25,0,1,1,0,0,?
25,0,0,0,0,0,?
25,0,1,1,0,0,?
29,1,1,3,0,1,?
38,1,2,7,0,1,?
43,1,2,5,0,2,?
25,0,1,1,0,0,?
45,5,1,11,0,5,?
33,2,1,5,0,2,?
36,3,1,5,0,2,?
36,3,1,5,0,2,?
33,1,1,2,0,0,?
26,1,1,3,0,0,?
81,7,5,5,0,1,?
82,7,5,5,0,1,?
82,7,5,5,0,1,?
